_id,comment,label,comment_word
10,其实，对于基层来说，一场新冠弄得医护已经是超负荷了，很是疲惫，自从疫情开始，已经不单单就上上班看看病人这么简单了，同行的应该都了解，太难了，完全不着家……崩溃,0,"[['其实', 'd'], ['基层', 'n'], ['来说', 'v'], ['新冠', 'n'], ['弄', 'v'], ['医护', 'vn'], ['已经', 'd'], ['是', 'v'], ['超负荷', 'v'], ['很', 'd'], ['是', 'v'], ['疲惫', 'a'], ['疫情', 'n'], ['开始', 'v'], ['已经', 'd'], ['不', 'd'], ['单单', 'd'], ['就', 'd'], ['上', 'v'], ['上班', 'v'], ['看看', 'v'], ['病人', 'n'], ['这么', 'r'], ['简单', 'a'], ['同行', 'n'], ['应该', 'v'], ['都', 'd'], ['了解', 'v'], ['太难', 'a'], ['完全', 'd'], ['不', 'd'], ['家', 'n'], ['崩溃', 'v']]"
11,怪不得把卫健委主任都免职了,0,"[['怪不得', 'd'], ['卫健委', 'ORG'], ['主任', 'n'], ['都', 'd'], ['免职', 'v']]"
12,"郑州。真的难。洪水我们刚艰难扛过去。现在又是新冠了<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>",0,"[['郑州', 'LOC'], ['真', 'a'], ['难', 'ad'], ['洪水', 'n'], ['我们', 'r'], ['刚', 'd'], ['艰难', 'ad'], ['扛', 'v'], ['过去', 'v'], ['现在', 'TIME'], ['又', 'd'], ['是', 'v'], ['新冠', 'n'], ['泪', 'n'], ['泪', 'n'], ['泪', 'n']]"
13,要感谢那个孕妇，要不然还不知道六院已出现院内感染,1,"[['要', 'v'], ['感谢', 'v'], ['那个', 'r'], ['孕妇', 'n'], ['要', 'c'], ['不', 'c'], ['然', 'c'], ['还', 'd'], ['不知道', 'v'], ['六院', 'n'], ['已', 'd'], ['出现', 'v'], ['院内', 's'], ['感染', 'v']]"
14,南京可以排除嫌疑了,1,"[['南京', 'LOC'], ['可以', 'v'], ['排除', 'v'], ['嫌疑', 'n']]"
15,"所以这是继南京、厦门、云南后又一个新感染群。。。<span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span>",0,"[['所以', 'c'], ['这', 'r'], ['是', 'v'], ['继', 'v'], ['南京', 'LOC'], ['厦门', 'LOC'], ['云南', 'LOC'], ['后', 'f'], ['又', 'd'], ['新感染群', 'n'], ['裂开', 'v'], ['裂开', 'v'], ['裂开', 'v']]"
16,郑州是座有爱的城市，领导们面对疫情处理的冷静及时非常果断，又是被河南圈粉的一天,1,"[['郑州', 'LOC'], ['是', 'v'], ['有', 'v'], ['爱', 'vn'], ['城市', 'n'], ['领导们', 'n'], ['面对', 'v'], ['疫情', 'n'], ['处理', 'v'], ['冷静', 'an'], ['及时', 'ad'], ['非常', 'd'], ['果断', 'a'], ['又', 'd'], ['是', 'v'], ['河南', 'LOC'], ['圈', 'v'], ['粉', 'n'], ['一天', 'TIME']]"
17,"传染病医院率先沦陷了，手艺人失了手艺，真是祸起萧墙。<span class=""url-icon""><img alt=[伤心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-49b2fe44a6.png"" style=""width:1em; height:1em;"" /></span>",0,"[['传染病', 'n'], ['医院', 'n'], ['率先', 'd'], ['沦陷', 'v'], ['手', 'n'], ['艺人', 'n'], ['失', 'v'], ['手艺', 'n'], ['真是', 'd'], ['祸起', 'v'], ['萧墙', 'PER'], ['伤心', 'a']]"
18,怎么传播的没有说？是不是德尔塔病株也没说？,0,"[['怎么', 'r'], ['传播', 'v'], ['没有', 'v'], ['说', 'v'], ['是不是', 'v'], ['德尔塔', 'nz'], ['病株', 'n'], ['也', 'd'], ['没', 'v'], ['说', 'v']]"
19,谢谢钟老给南京的信心！现在不是指责的时候，当下最重要的是控制疫情！,1,"[['谢谢', 'v'], ['钟老', 'PER'], ['南京', 'LOC'], ['信心', 'n'], ['现在', 'TIME'], ['不是', 'v'], ['指责', 'v'], ['时候', 'n'], ['当下', 't'], ['最', 'd'], ['重要', 'a'], ['是', 'v'], ['控制', 'v'], ['疫情', 'n']]"
20,"请欣赏评论区：《我比钟南山院士更懂疫情防控》<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span>",0,"[['请', 'v'], ['欣赏', 'v'], ['评论', 'vn'], ['区', 'n'], ['我', 'r'], ['钟南山', 'PER'], ['院士', 'n'], ['更', 'd'], ['懂', 'v'], ['疫情', 'n'], ['防控', 'v'], ['二哈', 'nt']]"
21,南京依旧是我所爱的南京，是我的第二家乡，不想再看到南京被网暴了，南京加油⛽️,1,"[['南京', 'LOC'], ['依旧', 'vd'], ['是', 'v'], ['我', 'r'], ['爱', 'v'], ['南京', 'LOC'], ['是', 'v'], ['我', 'r'], ['家乡', 'n'], ['不', 'd'], ['想', 'v'], ['再', 'd'], ['看到', 'v'], ['南京', 'LOC'], ['网', 'n'], ['暴', 'v'], ['南京', 'LOC'], ['加油', 'v']]"
22,一开始也是觉得南京做的不好，但是不管是谁遇到疫情都会手忙脚乱，到第二次核酸检测的时候就已经做的很好了，现在每天都在减少，控制的很好。关键是大家都在正常工作，各行各业没有受到太大影响。,1,"[['一开始', 'd'], ['也是', 'v'], ['觉得', 'v'], ['南京', 'LOC'], ['做', 'v'], ['不好', 'a'], ['但是', 'c'], ['不管', 'c'], ['是', 'v'], ['谁', 'r'], ['遇到', 'v'], ['疫情', 'n'], ['都会', 'v'], ['手忙脚乱', 'a'], ['到', 'v'], ['核酸', 'n'], ['检测', 'v'], ['时候', 'n'], ['就', 'd'], ['已经', 'd'], ['做', 'v'], ['很好', 'a'], ['现在', 'TIME'], ['每天', 'TIME'], ['都', 'd'], ['在', 'd'], ['减少', 'v'], ['控制', 'v'], ['很好', 'd'], ['关键', 'n'], ['是', 'v'], ['大家', 'r'], ['都', 'd'], ['在', 'd'], ['正常', 'ad'], ['工作', 'v'], ['各行各业', 'n'], ['没有', 'v'], ['受到', 'v'], ['太', 'd'], ['大', 'a'], ['影响', 'vn']]"
23,钟老真给面子，不过我猜又要有一小撮人开始解读了。,1,"[['钟老真', 'PER'], ['面子', 'n'], ['不过', 'v'], ['我', 'r'], ['猜', 'v'], ['又要', 'v'], ['有', 'v'], ['人', 'n'], ['开始', 'v'], ['解读', 'v']]"
24,作为一个禄口人，我真的觉得南京政府速度已经很快了，20号八点左右，我妈带孩子在广场听到疫情消息，匆忙回家，然后禄口就连续封了几个小区，夜里加凌晨，全禄口核酸，第二天全江宁核酸，速度很快了，张家界这个完全是在我们发现本地感染前出去的，谁能预料到,1,"[['禄', 'n'], ['口', 'n'], ['人', 'n'], ['我', 'r'], ['真', 'a'], ['觉得', 'v'], ['南京政府', 'ORG'], ['速度', 'n'], ['已经', 'd'], ['很快', 'a'], ['八点', 'TIME'], ['左右', 'f'], ['我', 'r'], ['妈', 'n'], ['带', 'v'], ['孩子', 'n'], ['广场', 'n'], ['听到', 'v'], ['疫情', 'n'], ['消息', 'n'], ['匆忙', 'ad'], ['回家', 'v'], ['然后', 'c'], ['禄口', 'LOC'], ['就', 'd'], ['连续', 'ad'], ['封', 'v'], ['小区', 'n'], ['夜', 'n'], ['里', 'f'], ['加', 'v'], ['凌晨', 'TIME'], ['全禄口核酸', 'nz'], ['第二天', 'TIME'], ['全', 'a'], ['江宁核酸', 'nz'], ['速度', 'n'], ['很快', 'a'], ['张家界', 'LOC'], ['这个', 'r'], ['完全', 'd'], ['是', 'v'], ['我们', 'r'], ['发现', 'v'], ['本地', 'r'], ['感染', 'v'], ['前', 'f'], ['出去', 'v'], ['谁', 'r'], ['能', 'v'], ['预料', 'v'], ['到', 'v']]"
25,南京抗疫模式最好的方面就是把疫情对社会运行的冲击力降到最低，让大家的出行，工作和娱乐没有受太大影响，玄武湖这些室外景点也是在一群外地喷子的压力下才关闭的，本地人都知道玄武湖开放对防疫没有任何影响,1,"[['南京', 'LOC'], ['抗疫', 'vn'], ['模式', 'n'], ['最好', 'a'], ['方面', 'n'], ['就是', 'v'], ['疫情', 'n'], ['社会', 'n'], ['运行', 'v'], ['冲击', 'vn'], ['力', 'n'], ['降', 'v'], ['到', 'v'], ['最低', 'a'], ['让', 'v'], ['大家', 'r'], ['出行', 'vn'], ['工作', 'n'], ['和', 'c'], ['娱乐', 'vn'], ['没有', 'v'], ['受', 'v'], ['太', 'd'], ['大', 'a'], ['影响', 'v'], ['玄武湖', 'LOC'], ['这些', 'r'], ['室外', 's'], ['景点', 'n'], ['也是', 'v'], ['外地', 's'], ['喷子', 'n'], ['压力', 'n'], ['下', 'f'], ['才', 'd'], ['关闭', 'v'], ['本地人', 'n'], ['都', 'd'], ['知道', 'v'], ['玄武湖', 'LOC'], ['开放', 'v'], ['防疫', 'vn'], ['没有', 'v'], ['任何', 'r'], ['影响', 'vn']]"
27,南京本来就没有做好防控，你们看看每次开防疫新闻会议时，都被我们骂成什么样了，结果现在都不敢打开评论了，作为南京一份子，南京现在这样完全就是市政府无能，已经江苏省政府的额度表演，不像大家以为的那样的好,0,"[['南京', 'LOC'], ['本来', 'd'], ['就', 'd'], ['没有', 'v'], ['做好', 'v'], ['防控', 'vn'], ['你们', 'r'], ['看看', 'v'], ['每次', 'r'], ['开', 'v'], ['防疫', 'vn'], ['新闻', 'n'], ['会议', 'n'], ['时', 'n'], ['都', 'd'], ['我们', 'r'], ['骂', 'v'], ['成', 'v'], ['什么样', 'n'], ['结果', 'n'], ['现在', 'TIME'], ['都', 'd'], ['不敢', 'v'], ['打开', 'v'], ['评论', 'v'], ['作为', 'v'], ['南京', 'LOC'], ['份子', 'n'], ['南京', 'LOC'], ['现在', 'TIME'], ['这样', 'r'], ['完全', 'd'], ['就是', 'v'], ['市政府', 'ORG'], ['无能', 'v'], ['已经', 'd'], ['江苏省政府', 'ORG'], ['额度', 'n'], ['表演', 'vn'], ['不', 'd'], ['像', 'v'], ['大家', 'r'], ['以为', 'v'], ['那样', 'r'], ['好', 'a']]"
28,"真的心里好受了一点。最近吐槽南京的评论看多了，挺难过的，再怎么样也是从小到大生活的城市啊，南京加油。<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>",0,"[['真', 'a'], ['心里', 's'], ['好受', 'v'], ['最近', 'TIME'], ['吐槽', 'v'], ['南京', 'LOC'], ['评论', 'vn'], ['看多', 'v'], ['挺', 'd'], ['难过', 'a'], ['再', 'd'], ['怎么样', 'r'], ['也是', 'v'], ['从小到大', 'd'], ['生活', 'v'], ['城市', 'n'], ['南京', 'LOC'], ['加油', 'v'], ['心', 'n']]"
29,这就是大城市的防控举措？,0,"[['这', 'r'], ['就是', 'v'], ['大城市', 'LOC'], ['防控', 'vn'], ['举措', 'n']]"
30,南京市民都不好意思了，受之有愧,0,"[['南京', 'LOC'], ['市民', 'n'], ['都', 'd'], ['不好意思', 'a'], ['受', 'v'], ['有愧', 'v']]"
31,有被特赦的感觉，感谢�,1,"[['有', 'v'], ['特赦', 'v'], ['感觉', 'n'], ['感谢', 'v']]"
32,"可能在有些喷子看来，只有封城才是管控<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>",0,"[['可能', 'v'], ['有些', 'r'], ['喷子', 'n'], ['看来', 'v'], ['只有', 'v'], ['封城', 'LOC'], ['才是', 'v'], ['管控', 'v'], ['笑', 'nt']]"
33,更担心郑州，毕竟举国帮忙去抗洪了，想想都可怕，祈福���,0,"[['更', 'd'], ['担心', 'v'], ['郑州', 'LOC'], ['毕竟', 'd'], ['举', 'v'], ['国', 'n'], ['帮忙', 'v'], ['去', 'v'], ['抗洪', 'v'], ['想想', 'v'], ['都', 'd'], ['可怕', 'a'], ['祈福', 'v']]"
34,这次南京做的很好 市民也很配合 低风险区域疫情防控下还是正常生活 辛苦了在一线工作者们 给你们点赞��,1,"[['这次', 'r'], ['南京', 'LOC'], ['做', 'v'], ['很好', 'a'], ['市民', 'n'], ['也', 'd'], ['很', 'd'], ['配合', 'v'], ['低风险', 'n'], ['区域', 'n'], ['疫情', 'n'], ['防控', 'vn'], ['下', 'f'], ['还是', 'v'], ['正常', 'a'], ['生活', 'n'], ['辛苦', 'a'], ['一线', 'n'], ['工作者们', 'n'], ['你们', 'r'], ['点赞', 'v']]"
35,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%97%E4%BA%AC%E7%96%AB%E6%83%85%23&extparam=%23%E5%8D%97%E4%BA%AC%E7%96%AB%E6%83%85%23"" data-hide=""""><span class=""surl-text"">#南京疫情#</span></a> 没停工停产的情况下控制疫情，也许是未来常态化新模式新探索<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>人文之都南京加油！",1,"[['南京', 'LOC'], ['疫情', 'n'], ['没', 'v'], ['停工', 'v'], ['停产', 'v'], ['情况', 'n'], ['下', 'f'], ['控制', 'v'], ['疫情', 'n'], ['也许', 'd'], ['是', 'v'], ['未来', 't'], ['常态化', 'vn'], ['新模式', 'n'], ['新', 'ad'], ['探索', 'v'], ['心', 'n'], ['心', 'n'], ['心', 'n'], ['人文', 'n'], ['都', 'n'], ['南京', 'LOC'], ['加油', 'v']]"
36,评论居然有说钟南山收钱了的？？？ 世界之大无奇不有,0,"[['评论', 'vn'], ['居然', 'd'], ['有', 'v'], ['说', 'v'], ['钟南山', 'PER'], ['收钱', 'v'], ['世界', 'n'], ['大', 'an'], ['无奇不有', 'v']]"
37,喷子们现在是连钟老都喷了，牛逼plus啊。,0,"[['喷子们', 'n'], ['现在', 'TIME'], ['是', 'v'], ['连', 'd'], ['钟老', 'PER'], ['都', 'd'], ['喷', 'v'], ['牛逼', 'nz']]"
38,我能理解 大家愤慨的心情 但理智点不要无脑喷！流出去的绝大部分是在南京疫情爆发前！疫情爆发管控后有几个？！钟南山的话你都不信 你能相信谁？！,0,"[['我', 'r'], ['能', 'v'], ['理解', 'v'], ['大家', 'r'], ['愤慨', 'a'], ['心情', 'n'], ['但', 'c'], ['理智点', 'n'], ['不要', 'v'], ['无脑喷', 'nz'], ['流出', 'v'], ['去', 'v'], ['是', 'v'], ['南京', 'LOC'], ['疫情', 'n'], ['爆发', 'v'], ['前', 'f'], ['疫情', 'n'], ['爆发', 'v'], ['管控', 'v'], ['后', 'f'], ['有', 'v'], ['钟南山', 'PER'], ['话', 'n'], ['你', 'r'], ['都', 'd'], ['不', 'd'], ['信', 'v'], ['你', 'r'], ['能', 'v'], ['相信', 'v'], ['谁', 'r']]"
41,出色？出色能传到外地？,0,"[['出色', 'a'], ['出色', 'a'], ['能', 'v'], ['传到', 'v'], ['外地', 's']]"
42,喷子制造社会矛盾，破坏国家稳定，各地方政府该重视了,0,"[['喷子', 'n'], ['制造', 'v'], ['社会', 'n'], ['矛盾', 'n'], ['破坏', 'v'], ['国家', 'n'], ['稳定', 'ad'], ['各地方', 'r'], ['政府', 'n'], ['该', 'v'], ['重视', 'v']]"
43,不要断章取义了，钟老担心张家界的资源开支，毕竟南京是大城市，有办法解决。其实钟老是在给张家界支持呢，需要国家关注！,1,"[['不要', 'v'], ['断章取义', 'v'], ['钟', 'n'], ['老', 'd'], ['担心', 'v'], ['张家界', 'LOC'], ['资源', 'n'], ['开支', 'n'], ['毕竟', 'd'], ['南京', 'LOC'], ['是', 'v'], ['大城市', 'LOC'], ['有', 'v'], ['办法', 'n'], ['解决', 'v'], ['其实', 'd'], ['钟老', 'PER'], ['是', 'v'], ['张家界', 'LOC'], ['支持', 'v'], ['呢', 'nz'], ['需要', 'v'], ['国家', 'n'], ['关注', 'v']]"
44,南京管控非常的出色？也算凡尔赛体吗！,1,"[['南京', 'LOC'], ['管控', 'vn'], ['非常', 'd'], ['出色', 'a'], ['也', 'd'], ['算', 'v'], ['凡尔', 'ORG'], ['赛体', 'n']]"
46,南京此次所有的疫情传播链都集中在禄口机场相关，没有在民众间出现新的传播链，十天之内完成三轮全民核酸检测，本来就体现出南京大城市的管理能力，钟老说了句实话，黑子们气死了。,1,"[['南京', 'LOC'], ['此次', 'r'], ['所有', 'r'], ['疫情', 'n'], ['传播链', 'n'], ['都', 'd'], ['集中', 'v'], ['禄口机场', 'LOC'], ['相关', 'vn'], ['没有', 'v'], ['民众', 'n'], ['间', 'f'], ['出现', 'v'], ['新', 'a'], ['传播链', 'n'], ['十天之内', 'TIME'], ['完成', 'v'], ['全民', 'n'], ['核酸', 'n'], ['检测', 'v'], ['本来', 'd'], ['就', 'd'], ['体现', 'v'], ['出', 'v'], ['南京大城市', 'LOC'], ['管理', 'vn'], ['能力', 'n'], ['钟', 'n'], ['老', 'd'], ['说', 'v'], ['实话', 'n'], ['黑子们', 'n'], ['气死', 'v']]"
47,"最近这波南京疫情，除了首次全员核算检测，除江宁以外的区组织比较仓促混乱外，没有太多可以黑的点吧？新冠肺炎已经那么长时间了，还要一发现病例就全城停滞在阳台上喊南京加油？喷子里面有几个真心关心南京疫情的，一部分因为疫情暑期泡汤的发泄一下情绪可以理解，怕不是很多地域黑藏在里面吧<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>",1,"[['最近', 'TIME'], ['这', 'r'], ['南京', 'LOC'], ['疫情', 'n'], ['全员', 'n'], ['核算', 'v'], ['检测', 'v'], ['江宁', 'LOC'], ['以外', 'f'], ['区', 'n'], ['组织', 'n'], ['比较', 'd'], ['仓促', 'a'], ['混乱', 'a'], ['外', 'f'], ['没有', 'v'], ['太多', 'a'], ['可以', 'v'], ['黑', 'a'], ['点', 'n'], ['新', 'a'], ['冠', 'n'], ['肺炎', 'n'], ['已经', 'd'], ['那么', 'r'], ['长时间', 'n'], ['还要', 'v'], ['一', 'd'], ['发现', 'v'], ['病例', 'n'], ['就', 'd'], ['全城', 'n'], ['停滞', 'v'], ['阳台', 'n'], ['上', 'f'], ['喊', 'v'], ['南京', 'LOC'], ['加油', 'v'], ['喷子', 'n'], ['里面', 'f'], ['有', 'v'], ['真心', 'n'], ['关心', 'v'], ['南京', 'LOC'], ['疫情', 'n'], ['疫情', 'n'], ['暑期', 'TIME'], ['泡汤', 'v'], ['发泄', 'v'], ['情绪', 'n'], ['可以', 'v'], ['理解', 'v'], ['怕', 'v'], ['不是', 'v'], ['很多', 'a'], ['地域', 'n'], ['黑藏', 'v'], ['里面', 'f']]"
48,钟老：南京疫情我倒不大担心，管控方面做得非常出色，这是大城市。,1,"[['钟老', 'PER'], ['南京', 'LOC'], ['疫情', 'n'], ['我', 'r'], ['倒', 'd'], ['不大', 'd'], ['担心', 'v'], ['管控', 'vn'], ['方面', 'n'], ['做', 'v'], ['非常', 'd'], ['出色', 'a'], ['这', 'r'], ['是', 'v'], ['大城市', 'LOC']]"
49,这大地方可闪瞎了很多人的眼,0,"[['这', 'r'], ['大', 'a'], ['地方', 'n'], ['可', 'v'], ['闪', 'v'], ['瞎', 'v'], ['很多人', 'n'], ['眼', 'n']]"
50,"看到这条新闻就觉得很魔幻……要换个人说得被喷成筛子…… 可控就行了，“出色”大可不必<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%97%E4%BA%AC%E7%96%AB%E6%83%85%23&extparam=%23%E5%8D%97%E4%BA%AC%E7%96%AB%E6%83%85%23"" data-hide=""""><span class=""surl-text"">#南京疫情#</span></a>",0,"[['看到', 'v'], ['这', 'r'], ['新闻', 'n'], ['就', 'd'], ['觉得', 'v'], ['很', 'd'], ['魔幻', 'a'], ['要', 'v'], ['换', 'v'], ['个人', 'n'], ['说', 'v'], ['喷', 'v'], ['成', 'v'], ['筛子', 'n'], ['可控', 'v'], ['就', 'd'], ['行', 'v'], ['出色', 'a'], ['大', 'a'], ['可不必', 'd'], ['允', 'v'], ['悲', 'an'], ['允', 'v'], ['悲', 'an'], ['允', 'v'], ['悲', 'an'], ['心', 'n'], ['心', 'n'], ['心', 'n'], ['南京', 'LOC'], ['疫情', 'n']]"
